4,2165.165243,9.195e-23,0.0555,0.061,340.8687,0.72,-0.00259
2,2165.49715,5.005e-22,0.05,0.054,770.9619,0.67,-0.002228
1,2165.601042,4.34e-19,0.0629,0.07,57.6704,0.74,-0.00259
5,2165.666345,9.665e-30,0.042,0.041,3286.1604,0.67,-0.003
6,2165.687353,2.138e-27,0.043,0.042,1769.8704,0.67,-0.003
4,2166.332683,5.652e-28,0.0483,0.052,3054.5099,0.67,-0.00278
1,2166.389295,1.487e-23,0.0555,0.061,2489.7831,0.72,-0.00259
2,2166.800382,6.413e-28,0.0436,0.043,3785.3342,0.67,-0.002712
3,2167.098617,4.607e-23,0.0483,0.052,925.0557,0.67,-0.002712
1,2167.245173,6.518e-29,0.0483,0.052,5213.5832,0.67,-0.002712
3,2167.629809,4.226e-29,0.0425,0.041,4002.2778,0.67,-0.002712
5,2167.676371,4.729e-30,0.042,0.041,3438.1282,0.67,-0.003
6,2168.162114,1.27e-27,0.0425,0.041,1883.698,0.67,-0.003
4,2168.393234,7.651e-23,0.0549,0.06,393.2758,0.71,-0.00264
2,2168.422343,3.613e-22,0.0491,0.053,847.9497,0.67,-0.003005
1,2169.19795,4.535e-19,0.0612,0.069,80.7354,0.75,-0.00254
4,2169.200066,3.906e-28,0.0475,0.051,3139.6546,0.67,-0.00288
2,2169.3303,3.842e-28,0.043,0.042,3897.6086,0.67,-0.002712
5,2169.650693,2.276e-30,0.042,0.041,3593.4694,0.67,-0.003
1,2169.65886,1.232e-23,0.0549,0.06,2543.0567,0.71,-0.00264
3,2169.94314,3.202e-23,0.0475,0.051,1009.0108,0.67,-0.002712
3,2170.078744,2.446e-29,0.042,0.041,4121.2524,0.67,-0.002712
1,2170.139686,4.474e-29,0.0475,0.051,5300.1117,0.67,-0.002712
6,2170.601274,7.411e-28,0.042,0.041,2001.0373,0.67,-0.003
2,2171.311876,2.557e-22,0.0483,0.052,928.5823,0.67,-0.002712
4,2171.585449,6.223e-23,0.0542,0.059,449.4162,0.7,-0.00269
5,2171.589192,1.077e-30,0.042,0.041,3752.1785,0.67,-0.003
2,2171.823228,2.26e-28,0.0425,0.041,4013.4598,0.67,-0.002712
4,2172.030426,2.646e-28,0.0469,0.05,3228.4751,0.67,-0.00268
3,2172.490643,1.39e-29,0.042,0.041,4243.7818,0.67,-0.002712
3,2172.751947,2.183e-23,0.0469,0.05,1096.5912,0.67,-0.002712
1,2172.758825,4.556e-19,0.0599,0.067,107.6424,0.75,-0.0026
1,2172.891222,9.978e-24,0.0542,0.059,2600.1249,0.7,-0.00269
1,2172.995681,3.01e-29,0.0469,0.05,5390.3747,0.67,-0.002712
6,2173.004708,4.247e-28,0.042,0.041,2121.8842,0.67,-0.003
5,2173.491748,5.009e-31,0.042,0.041,3914.2501,0.67,-0.003
2,2174.165614,1.774e-22,0.0475,0.051,1012.857,0.67,-0.002712
2,2174.279032,1.305e-28,0.042,0.041,4132.8835,0.67,-0.002712
4,2174.741752,4.952e-23,0.0535,0.058,509.2878,0.69,-0.00274
4,2174.823626,1.759e-28,0.0464,0.048,3320.9681,0.67,-0.003
3,2174.865375,7.76e-30,0.042,0.041,4369.8616,0.67,-0.002712
5,2175.358244,2.292e-31,0.042,0.041,4079.6784,0.67,-0.003
6,2175.37229,2.391e-28,0.042,0.041,2246.2344,0.67,-0.003
3,2175.524906,1.46e-23,0.0464,0.048,1187.7936,0.67,-0.002712
1,2175.813011,1.986e-29,0.0464,0.048,5484.3687,0.67,-0.002712
1,2176.086233,7.901e-24,0.0535,0.058,2660.9855,0.69,-0.00274
1,2176.283519,4.423e-19,0.0589,0.066,138.3904,0.75,-0.00242
2,2176.697579,7.401e-29,0.042,0.041,4255.8753,0.67,-0.002712
2,2176.983424,1.208e-22,0.0469,0.05,1100.7706,0.67,-0.002712
5,2177.188561,1.031e-31,0.042,0.041,4248.4577,0.67,-0.003
3,2177.20281,4.254e-30,0.042,0.041,4499.4871,0.67,-0.002712
4,2177.579526,1.146e-28,0.0457,0.047,3417.1299,0.67,-0.003
6,2177.703895,1.322e-28,0.042,0.041,2374.0834,0.67,-0.003
4,2177.862002,3.856e-23,0.0527,0.057,572.8883,0.68,-0.00287
3,2178.261885,9.579e-24,0.0457,0.047,1282.6147,0.67,-0.002712
1,2178.591531,1.285e-29,0.0457,0.047,5582.0901,0.67,-0.002712
2,2179.078737,4.121e-29,0.042,0.041,4382.4306,0.67,-0.002712
1,2179.243748,6.121e-24,0.0527,0.057,2725.6361,0.68,-0.00287
3,2179.502814,2.291e-30,0.042,0.041,4632.6535,0.67,-0.002712
2,2179.765175,8.063e-23,0.0464,0.048,1192.3199,0.67,-0.002712
1,2179.771887,4.162e-19,0.058,0.064,172.978,0.75,-0.00255
6,2179.999397,7.183e-29,0.042,0.041,2505.4267,0.67,-0.003
4,2180.297989,7.33e-29,0.0451,0.046,3516.9571,0.67,-0.003
4,2180.946061,2.94e-23,0.0519,0.056,640.2153,0.67,-0.00265
3,2180.962752,6.167e-24,0.0451,0.046,1381.0511,0.67,-0.002712
1,2181.331094,8.149e-30,0.0451,0.046,5683.5351,0.67,-0.002712
2,2181.422374,2.254e-29,0.042,0.041,4512.5448,0.67,-0.002712
3,2181.765258,1.212e-30,0.042,0.041,4769.356,0.67,-0.002712
6,2182.258673,3.834e-29,0.042,0.041,2640.2596,0.67,-0.003
1,2182.36362,4.641e-24,0.0519,0.056,2794.0743,0.67,-0.00265
2,2182.510731,5.281e-23,0.0457,0.047,1287.5016,0.67,-0.002712
4,2182.978877,4.599e-29,0.0446,0.045,3620.4458,0.67,-0.003
1,2183.223781,3.805e-19,0.0573,0.063,211.4041,0.75,-0.00254
3,2183.627375,3.896e-24,0.0446,0.045,1483.0991,0.67,-0.002712
2,2183.728356,1.211e-29,0.042,0.041,4646.213,0.67,-0.002712
3,2183.990009,6.295e-31,0.042,0.041,4909.5895,0.67,-0.002712
4,2183.99379,2.195e-23,0.051,0.055,711.2665,0.67,-0.00279
1,2184.031555,5.071e-30,0.0446,0.045,5788.6996,0.67,-0.002712
6,2184.481595,2.011e-29,0.042,0.041,2778.5773,0.67,-0.003
2,2185.219962,3.394e-23,0.0451,0.046,1386.3121,0.67,-0.002712
1,2185.445703,3.445e-24,0.051,0.055,2866.2975,0.67,-0.00279
4,2185.62205,2.831e-29,0.0441,0.043,3727.5922,0.67,-0.003
2,2185.996552,6.388e-30,0.042,0.041,4783.4304,0.67,-0.002712
3,2186.176936,3.213e-31,0.042,0.041,5053.3489,0.67,-0.002712
3,2186.255623,2.416e-24,0.0441,0.043,1588.7551,0.67,-0.002712
1,2186.639055,3.387e-19,0.0567,0.062,253.6672,0.74,-0.0025
6,2186.66804,1.036e-29,0.042,0.041,2920.3749,0.67,-0.003
1,2186.692768,3.095e-30,0.0441,0.043,5897.5796,0.67,-0.002712
4,2187.005051,1.605e-23,0.05,0.054,786.039,0.67,-0.00313
2,2187.892734,2.14e-23,0.0446,0.045,1488.7479,0.67,-0.002712
2,2188.226829,3.31e-30,0.042,0.041,4924.1919,0.67,-0.002712
4,2188.227371,1.71e-29,0.0436,0.043,3838.3922,0.67,-0.003
3,2188.325909,1.611e-31,0.042,0.041,5200.6288,0.67,-0.002712
1,2188.489851,2.504e-24,0.05,0.054,2942.3028,0.67,-0.00313
6,2188.817882,5.247e-30,0.042,0.041,3065.6474,0.67,-0.003
3,2188.847364,1.47e-24,0.0436,0.043,1698.0152,0.67,-0.002712
1,2189.314587,1.853e-30,0.0436,0.043,6010.1709,0.67,-0.002712
4,2189.979704,1.15e-23,0.0491,0.053,864.5302,0.67,-0.00314
1,2190.017563,2.938e-19,0.0561,0.061,299.7656,0.73,-0.00258
2,2190.419055,1.685e-30,0.042,0.041,5068.4922,0.67,-0.002712
2,2190.528913,1.324e-23,0.0441,0.043,1594.8053,0.67,-0.002712
4,2190.794701,1.014e-29,0.043,0.042,3952.8417,0.67,-0.003
6,2190.930996,2.611e-30,0.042,0.041,3214.3894,0.67,-0.003
3,2191.402465,8.784e-25,0.043,0.042,1810.8754,0.67,-0.002712
1,2191.495919,1.783e-24,0.0491,0.053,3022.0873,0.67,-0.00314
1,2191.896867,1.089e-30,0.043,0.042,6126.4691,0.67,-0.002712
2,2192.573097,8.428e-31,0.042,0.041,5216.3261,0.67,-0.002712
4,2192.917612,8.079e-24,0.0483,0.052,946.737,0.67,-0.00278
6,2193.007258,1.277e-30,0.042,0.041,3366.5958,0.67,-0.003
2,2193.128369,8.045e-24,0.0436,0.043,1704.4802,0.67,-0.002712
4,2193.323903,5.897e-30,0.0425,0.041,4070.9363,0.67,-0.003
1,2193.359157,2.487e-19,0.0555,0.061,349.6975,0.72,-0.00259
3,2193.920796,5.152e-25,0.0425,0.041,1927.3316,0.67,-0.002712
1,2194.439462,6.275e-31,0.0425,0.041,6246.4695,0.67,-0.002712
1,2194.463759,1.244e-24,0.0483,0.052,3105.6479,0.67,-0.00278
2,2194.688824,4.141e-31,0.042,0.041,5367.688,0.67,-0.002712
6,2195.046542,6.138e-31,0.042,0.041,3522.2611,0.67,-0.003
2,2195.690966,4.796e-24,0.043,0.042,1817.7688,0.67,-0.002712
4,2195.814839,3.368e-30,0.042,0.041,4192.6717,0.67,-0.003
4,2195.818636,5.562e-24,0.0475,0.051,1032.6565,0.67,-0.00288
3,2196.402226,2.966e-25,0.042,0.041,2047.3796,0.67,-0.002712
1,2196.663693,2.056e-19,0.0549,0.06,403.4612,0.71,-0.00264
2,2196.766104,1.999e-31,0.042,0.041,5522.5724,0.67,-0.002712
1,2196.942226,3.549e-31,0.042,0.041,6370.1677,0.67,-0.002712
6,2197.048725,2.9e-31,0.042,0.041,3681.3798,0.67,-0.003
1,2197.393227,8.508e-25,0.0475,0.051,3192.9815,0.67,-0.00288
2,2198.216574,2.807e-24,0.0425,0.041,1934.6669,0.67,-0.002712
4,2198.26737,1.888e-30,0.042,0.041,4318.0432,0.67,-0.003
4,2198.682638,3.754e-24,0.0469,0.05,1122.2854,0.67,-0.00268
3,2198.846623,1.677e-25,0.042,0.041,2171.0149,0.67,-0.002712
6,2199.013681,1.346e-31,0.042,0.041,3843.9461,0.67,-0.003
1,2199.405015,1.97e-31,0.042,0.041,6497.5586,0.67,-0.002712
1,2199.931023,1.66e-19,0.0542,0.059,461.0544,0.7,-0.00269
